codigo_interno,etapa,core,linha,produto_compra,eixo_a,eixo_b,novo_sku,sku_atual
MF0-OSU,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF MATE,20x120,CABERNET,CERAM RETIF MATE 20x120 CABERNET,"PISO 20x120 CABERNET (1,68M²/ CX)"
MIG-0HB,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,ALECRIM,CERAM BOLD PARE 34x60 ALECRIM,"PISO 34x60 ALECRIM PEI 3 CX2,1M2"
MVZ-4VA,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,60x60,"MARFIM PEI4 (2,50M/CX)","PISO 60x60 MARFIM PEI4 (2,50M/CX)","PISO 60x60 MARFIM PEI4 (2,50M/CX)"
N1S-8LN,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,CONCRETO,CERAM RETIF POL 60x120 CONCRETO,"PISO 60x120 CONCRETO RT POL (2,16M²/ CX)"
N8J-ZTV,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,BRICK CZ RT,CERAM RETIF POL 60x120 BRICK CZ RT,PISO 60x120 BRICK CZ RT
NBB-SP1,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,66x66,MARMI DELUX,CERAM RETIF POL 66x66 MARMI DELUX,"PISO 66x66 MARMI DELUX POL (2,18 M²/CX)"
NEJ-L2M,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,NEVADA,CERAM RETIF POL 60x120 NEVADA,"PISO 60x120 NEVADA RT POLIDO (2,16M²/ CX)"
NIT-68J,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF MATE,81x81,CLEANTEC WHITE,CERAM RETIF MATE 81x81 CLEANTEC WHITE,"PISO 81x81 CLEANTEC WHITE ACT (1,97M²/CX)"
NPC-2YQ,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD ANTI,50x50,VERONA CINZA,CERAM BOLD ANTI 50x50 VERONA CINZA,"PISO 50X50 VERONA CINZA  PEI 4 (CX 2,50 M²)"
O0E-RT7,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF BRILH,33X62,"CALM CRISTAL (1,64 M² / CX)","CERAM RETIF BRILH 33X62 CALM CRISTAL (1,64 M² / CX)","PISO 33X62 CALM CRISTAL (1,64 M² / CX)"
O3L-JIG,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,50x50,PATINA MR,CERAM BOLD LISA 50x50 PATINA MR,"PISO 50x50 ACT PATINA MR  HD  PEI 4 (CX 2,50 M²)"
O5A-QZF,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,20x60,CASTANHO MATE,CERAM BOLD LISA 20x60 CASTANHO MATE,"PISO 20x60 CASTANHO HD MATE LD (1,46M²/ CX)"
OA1-K5P,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,60x120,"ESTATUTARIO POLIDO (2,16M²/ CX)","PISO 60x120 ESTATUTARIO POLIDO (2,16M²/ CX)","PISO 60X120 ESTATUTARIO POLIDO (2,16M²/ CX)"
OF9-IAZ,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,GRAN LIEGE OURO,CERAM RETIF POL 60x120 GRAN LIEGE OURO,"PISO 60x120 GRAN LIEGE OURO NERO POL (2,16 M²/CX)"
OJD-65G,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,FILETE 59,CERAM BOLD PARE 34x60 FILETE 59,PISO 34X60 FILETE 59 HD
OP8-W6W,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,83x83,CRATER,CERAM RETIF POL 83x83 CRATER,"PISO 83x83 CRATER POLIDO RT LB  (2,75 M²/ CX)"
OPT-1SM,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD SEMI,50x50,TRAFEGO BR,CERAM BOLD SEMI 50x50 TRAFEGO BR,"PISO 50x50 TRAFEGO PEI 5 (2,5M²/ CX)"
OS8-CON,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,45x45,BRANCO ACT,CERAM BOLD LISA 45x45 BRANCO ACT,PISO 45x45 BRANCO ACETINADO PEI4
P24-OPW,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,84x84,"CETUS BEGE PLUZ AC LC  (2,81 M²/ CX)","PISO 84x84 CETUS BEGE PLUZ AC LC (2,81 M²/ CX)","PISO 84x84 CETUS BEGE PLUZ AC LC  (2,81 M²/ CX)"
P44-7JV,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF MATE,66x66,SALON,CERAM RETIF MATE 66x66 SALON,"PISO 66X66 SALON MATE RT (2,18,M²/ CX)"
P9Q-ZPH,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,45x45,RIVIERA BG,CERAM BOLD LISA 45x45 RIVIERA BG,PISO 45X45 RIVIERA BEGE PE
PPG-0LM,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD SEMI,50X50,TRAGEGO BG,CERAM BOLD SEMI 50X50 TRAGEGO BG,"PISO 45X45 BURITI BEGE PEI 3 (2,00M²/ CX)"
PPG-0LM,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD SEMI,50X50,TRAGEGO BG,CERAM BOLD SEMI 50X50 TRAGEGO BG,"PISO 50X50 TRAFEGO BEGE PEI 5 (2,00M²/ CX)"
PQM-Q2L,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,TURIM BLACK,CERAM BOLD PARE 34x60 TURIM BLACK,"PISO 34x60 TURIM BLACK CX2,10M2 E"
PSV-4VS,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,61x61,"MORANA CLARO HD PEI 3 ( 2,23 M²/CX)","PISO 61x61 MORANA CLARO HD PEI 3 ( 2,23 M²/CX)","PISO 61x61 MORANA CLARO HD PEI 3 ( 2,23 M²/CX)"
Q04-N3F,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,APULIA,CERAM RETIF POL 60x120 APULIA,"PISO 60X120 APULIA POLIDO (2,16M²/ CX)"
QGL-88C,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,45x45,ORIGENS CLARO,CERAM BOLD LISA 45x45 ORIGENS CLARO,PISO 45x45 ORIGENS CLARO PEI 3
QKO-5SR,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,GRAN PHOENIX,CERAM RETIF POL 60x120 GRAN PHOENIX,"PISO 60x120 GRAN PHOENIX RT POL (2,16M²/ CX)"
QX9-BK1,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF ANTI,66x66,SOLO,CERAM RETIF ANTI 66x66 SOLO,"PISO 66x66 SOLO GRANILHADO (2,18M²/ CX)"
R8R-SQY,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF MATE,33x60,WHITE ABSOLUTE SATINY HD,CERAM RETIF MATE 33x60 WHITE ABSOLUTE SATINY HD,"PISO 33x60 WHITE ABSOLUTE SATINY HD PEI 2 (CX 2,34 M²)"
RS6-URC,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,AQUARELA VERDE,CERAM BOLD PARE 34x60 AQUARELA VERDE,"PISO 34x60 AQUARELA VERDE (2,1 M²/CX)"
RVP-1G7,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,SAN LORENZO BG,CERAM BOLD ANTI 45x45 SAN LORENZO BG,"PISO 45x45 SAN LORENZO BG (2,00 M²/ CX) HD"
S3G-54S,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,61x61,"ESSENZA CZ PEI4 (2,23M²/ CX)","PISO 61x61 ESSENZA CZ PEI4 (2,23M²/ CX)","PISO 61x61 ESSENZA CZ PEI4 (2,23M²/ CX)"
S81-MGR,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD SEMI,45X45,TRAFEGO BG,CERAM BOLD SEMI 45X45 TRAFEGO BG,"PISO 45X45 TRAFEGO BEGE PEI 5 (2,0M²/ CX)"
S8N-9JR,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,GRAN CARBONO,CERAM RETIF POL 60x120 GRAN CARBONO,"PISO 60x120 GRAN CARBONO POL (2,16 M²/CX)"
SI6-6LY,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,45x45,IMBUIA CL,CERAM BOLD LISA 45x45 IMBUIA CL,"PISO 45x45 IMBUIA CL PEL4 (2,00 M²/ CX) 135"
ST2-QT9,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,PALATINO,CERAM BOLD ANTI 45x45 PALATINO,"PISO 45x45 PALATINO HD ADR  PEI 4 (CX 2,00 M²)"
SX5-S36,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD SEMI,45x45,MONTANA AZUL,CERAM BOLD SEMI 45x45 MONTANA AZUL,"PISO 45X45 MONTANA AZUL PEI 5 (2,00M²/ CX)"
T6G-XXZ,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF MATE,60x60,SARANDI PLUS,CERAM RETIF MATE 60x60 SARANDI PLUS,"PISO 60x60 SARANDI PLUS RT LB  (2,5 M²/ CX)"
TCI-LN7,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,66x66,"MUNARE CZ MATE ACET LD (2,18,M²/ CX)","PISO 66x66 MUNARE CZ MATE ACET LD (2,18,M²/ CX)","PISO 66x66 MUNARE CZ MATE ACET LD (2,18,M²/ CX)"
TXT-66B,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,61x61,"EVIDENCE CINZA HD PEI 5 (2,23 M²/ CX)","PISO 61x61 EVIDENCE CINZA HD PEI 5 (2,23 M²/ CX)","PISO 61x61 EVIDENCE CINZA HD PEI 5 (2,23 M²/ CX)"
U9J-KRZ,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,45x45,JACARANDA,CERAM BOLD LISA 45x45 JACARANDA,"PISO 45X45 JACARANDA PEI 2 (2,00M² / CX)"
UAA-5HI,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,81x81,"DALLAS RT POL (1,97M²/ CX)","PISO 81x81 DALLAS RT POL (1,97M²/ CX)","PISO 81x81 DALLAS RT POL (1,97M²/ CX)"
UP2-0FI,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF MATE,20x120,QUEBEC,CERAM RETIF MATE 20x120 QUEBEC,PISO 20x120 QUEBEC HD
URC-I5H,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD ANTI,50x50,COLISEU,CERAM BOLD ANTI 50x50 COLISEU,"PISO 50X50 COLISEU HD 50 (2,50M²/ CX)"
UXA-3PO,4 — Revestimentos,,DIVERSOS,PISO,45x45,"JAVA AZUL PEI 5 (2,00M²/ CX)","PISO 45x45 JAVA AZUL PEI 5 (2,00M²/ CX) FORMIGRES","PISO 45X45 JAVA AZUL PEI 5 (2,00M²/ CX)"
UZV-2J5,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,66x66,BRANCO,CERAM RETIF POL 66x66 BRANCO,PISO 66x66 BRANCO RETIFICADO POLI
V71-QZD,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF BRILH,60x60,MARMI ESMERALDA,CERAM RETIF BRILH 60x60 MARMI ESMERALDA,PISO 60x60 MARMI ESMERALDA HD CLA
V72-9P1,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,90x56,"MATE IMPERMEAVEL VIVENCE (2,27M2)","PISO 90x56 MATE IMPERMEAVEL VIVENCE (2,27M2)","PISO 90x56 MATE IMPERMEAVEL VIVENCE (2,27M2)"
VE3-O6F,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,MIRACEMA,CERAM BOLD ANTI 45x45 MIRACEMA,"PISO 45X45 MIRACEMA PEI 4 (2,00M² / CX)"
VHF-U9A,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD ANTI,50x50,MEDINA,CERAM BOLD ANTI 50x50 MEDINA,"PISO 50x50 MEDINA HD 50 EXT CX2,5M2"
VMK-Z4Q,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,FILETE 57,CERAM BOLD PARE 34x60 FILETE 57,PISO 34x60 FILETE 57 HD
VV3-X4E,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34X60,"LATERES HD PEI 3 (2,10M²/ CX)","CERAM BOLD PARE 34X60 LATERES HD PEI 3 (2,10M²/ CX)","PISO 36x60 LATERES HD PEI 3 (2,10M²/ CX)"
WGD-547,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,32x66,AVOLIO CZ,CERAM RETIF POL 32x66 AVOLIO CZ,PISO 32x66 AVOLIO CZ RETIFICADO
WK7-VMF,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,MARGARIDA,CERAM BOLD PARE 34x60 MARGARIDA,"PISO 34x60 MARGARIDA HD PEI3 2,10"
WN6-U6K,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PISO,84x84,"CERES PLUS MRE RT LE  (2,81 M²/ CX)","PISO 84x84 CERES PLUS MRE RT LE (2,81 M²/ CX)","PISO 84x84 CERES PLUS MRE RT LE  (2,81 M²/ CX)"
WNL-AB9,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,BIANCO,CERAM BOLD PARE 34x60 BIANCO,"PISO 34x60 BIANCO PEI 3 (2,10M²/ CX)"
WZ9-DM0,4 — Revestimentos,,DIVERSOS,PISO,34x60,"WINDSOR BR (2,1 M²/CX)","PISO 34x60 WINDSOR BR (2,1 M²/CX)","PISO 34X60 WINDSOR BR (2,1 M²/CX)"
X2Y-TI0,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,AREIA,CERAM BOLD PARE 34x60 AREIA,"PISO 34x60 BEGE LISA OU AREIA  PEI 3 (CX 2,10 M²)"
XH5-IB9,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,PANDORA,CERAM BOLD PARE 34x60 PANDORA,PISO 34x60 PANDORA PEI3 CX
XJ2-W9N,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD SEMI,50x50,DAKOTA BR,CERAM BOLD SEMI 50x50 DAKOTA BR,"PISO 50x50 DAKOTA PEI 5 (2,5M²/ CX)"
XOG-60R,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,50x50,NATURALE BG,CERAM BOLD LISA 50x50 NATURALE BG,"PISO 50x50 NATURALE BEGE PEI 3 (2,5M²/ CX)"
Y7F-U31,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,GRAMADO,CERAM BOLD ANTI 45x45 GRAMADO,"PISO 45x45 GRAMADO (2,00 M²/ CX) PEL4 5747D"
YHX-Z94,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,45x45,ORIGENS ESCURO,CERAM BOLD LISA 45x45 ORIGENS ESCURO,"PISO 45x45 ORIGENS ESCURO HD 45 PEI 3 (2,00 M²/ CX)"
YIP-21M,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF MATE,60x120,PETRA,CERAM RETIF MATE 60x120 PETRA,"PISO 60x120 PETRA ACET RET. (2,16M²/ CX)"
YPP-964,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,GRAN BELLIGHAN,CERAM RETIF POL 60x120 GRAN BELLIGHAN,"PISO 60x120 GRAN BELLIGHAM RT POLIDO (2,16M²/ CX)"
Z0Q-G0W,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD SEMI,45x45,ADERE BG,CERAM BOLD SEMI 45x45 ADERE BG,"PISO 45x45 ADERE BEGE PEI 3 (2,00M²/ CX)"
ZG5-8NE,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,AMBIENTE BR,CERAM BOLD PARE 34x60 AMBIENTE BR,"PISO 34x60 AMBIENTE BR PEI 3 CX2,"
ZLV-I0M,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD PARE,34x60,MOSAICO AZUL,CERAM BOLD PARE 34x60 MOSAICO AZUL,PISO 34x60 MOSAICO AZUL
ZOL-7ZA,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA RETIF,CERAM RETIF POL,60x120,CALACATA BG,CERAM RETIF POL 60x120 CALACATA BG,"PISO 60x120 CALACATA BEGE RT POL (2,16 M²/CX)"
ZUH-SP4,4 — Revestimentos,ASSENTAMENTO_CERAMICA,CERÂMICA BOLD,CERAM BOLD LISA,50x50,NATURALE MR,CERAM BOLD LISA 50x50 NATURALE MR,"PISO 50X50 NATURALE MARROM PEI 3 (2,5M²/ CX)"
2L0-D8Y,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,60X120,"RET SLATE SOFT AS BEGE (1,44M²/ CX)","PORCELANATO 60X120 RET SLATE SOFT AS BEGE (1,44M²/ CX)","PORCELANATO 60X120 RET SLATE SOFT AS BEGE (1,44M²/ CX)"
2TE-RA4,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,58X58,"LILLE BRANCO M (516,68M²/ CX)","PORCELANATO 58X58 LILLE BRANCO M (516,68M²/ CX)","PORCELANATO 58X58 LILLE BRANCO M (516,68M²/ CX)"
7PM-63W,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,76X76,"RET MEDICI ACT WHITE (1,73 M²/ CX)","PORCELANATO 76X76 RET MEDICI ACT WHITE (1,73 M²/ CX)","PORCELANATO 76X76 RET MEDICI ACT WHITE (1,73 M²/ CX)"
9GQ-RWY,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,22X90,"PORTLAND ACT TAUPE (1,82 M²/ CX -P PCS)","PORCELANATO 22X90 PORTLAND ACT TAUPE (1,82 M²/ CX -P PCS)","PORCELANATO 22X90 PORTLAND ACT TAUPE (1,82 M²/ CX -P PCS)"
9SQ-21W,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,76X76,"RET SOLO MATE CALCARIO (1,73 M²/ CX)","PORCELANATO 76X76 RET SOLO MATE CALCARIO (1,73 M²/ CX)","PORCELANATO 76X76 RET SOLO MATE CALCARIO (1,73 M²/ CX)"
A1K-3BS,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,58X58,"ICONIC AS GREY EXT (1,68M²/ CX)","PORCELANATO 58X58 ICONIC AS GREY EXT (1,68M²/ CX)","PORCELANATO 58X58 ICONIC AS GREY EXT (1,68M²/ CX)"
EML-GH6,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,76X76,"CITY BRANCO POLIDO m CX (5,68M²/ CX)","PORCELANATO 76X76 CITY BRANCO POLIDO m CX (5,68M²/ CX)","PORCELANATO 76X76 CITY BRANCO POLIDO M CX (5,68M²/ CX)"
KTF-6FH,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,76X76,"RET SOLO MATE TAIPA (1,73 M²/ CX)","PORCELANATO 76X76 RET SOLO MATE TAIPA (1,73 M²/ CX)","PORCELANATO 76X76 RET SOLO MATE TAIPA (1,73 M²/ CX)"
MD8-BOH,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,60X60,"POL IVORY ICE CX (5,68M²/ CX)","PORCELANATO 60X60 POL IVORY ICE CX (5,68M²/ CX)","PORCELANATO 60X60 POL IVORY ICE CX (5,68M²/ CX)"
MXV-ON3,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,80X80,GEORGIA BEGE,PORCELANATO 80X80 GEORGIA BEGE,"PORCELANATO 80X80 GEORGIA BEGE (2,60 M²/CX)"
SJQ-614,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,76X76,"BORGIA POLIDO m (4200,68M²/ CX)","PORCELANATO 76X76 BORGIA POLIDO m (4200,68M²/ CX)","PORCELANATO 76X76 BORGIA POLIDO M (4200,68M²/ CX)"
U3J-ENX,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,72X72,"JUÁ CLARO ACETINADO (2,61M²/ CX)","PORCELANATO 72X72 JUÁ CLARO ACETINADO (2,61M²/ CX)","PORCELANATO 72X72 JUÁ CLARO ACETINADO (2,61M²/ CX)"
U9S-SGC,4 — Revestimentos,,DIVERSOS,PORCELANATO,84X120,"TERRA GRIGIA (3,00M2/ CX)","PORCELANATO 84X120 TERRA GRIGIA (3,00M2/ CX)","PORCELANATO 84X120 TERRA GRIGIA (3,00M2/ CX)"
WRN-1FV,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,60X60,"POL PEARL BLACK CX (6776,68M²/ CX)","PORCELANATO 60X60 POL PEARL BLACK CX (6776,68M²/ CX)","PORCELANATO 60X60 POL PEARL BLACK CX (6776,68M²/ CX)"
X61-7BR,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,60X60,"VIDRADO BOTO GRAY ALTO BRILHO RET (52482,68M²/ CX)","PORCELANATO 60X60 VIDRADO BOTO GRAY ALTO BRILHO RET (52482,68M²/ CX)","PORCELANATO 60X60 VIDRADO BOTO GRAY ALTO BRILHO RET (52482,68M²/ CX)"
XN7-37P,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,76X76,"POLIDO NAVONA CLASSICO L (9,68M²/ CX)","PORCELANATO 76X76 POLIDO NAVONA CLASSICO L (9,68M²/ CX)","PORCELANATO 76X76 POLIDO NAVONA CLASSICO L (9,68M²/ CX)"
YP2-V3E,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,32x60,"IMPERIUM DARK  RET POLIDO (2,18 M²/ CX)","PORCELANATO 32x60 IMPERIUM DARK RET POLIDO (2,18 M²/ CX)","PORCELANATO 32X60 IMPERIUM DARK  RET POLIDO (2,18 M²/ CX)"
ZJ7-WZF,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELANATO,76X76,"RET FIRENZE ACT BEGE (4817202,68M²/ CX)","PORCELANATO 76X76 RET FIRENZE ACT BEGE (4817202,68M²/ CX)","PORCELANATO 76X76 RET FIRENZE ACT BEGE (4817202,68M²/ CX)"
SS7-6Y2,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELENATO,60X120,NAVONA MATE,PORCELENATO 60X120 NAVONA MATE,"PORCELENATO 60X120 NAVONA MATE (1,44M²/ CX)"
L0L-B7T,4 — Revestimentos,ASSENTAMENTO_CERAMICA,PISOS E REVESTIMENTOS,PORCELENATO 60X120 SAFIRA MATE,60X120,,PORCELENATO 60X120 SAFIRA MATE 60X120,PORCELENATO 60X120 SAFIRA MATE OXIDO #L #F
019-YZM,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,MARROM CAFÉ,REJUNTE QUARTZOLIT 1KG MARROM CAFÉ,REJUNTE 1KG QUARTZOLIT MARROM CAFÉ
0JY-2N1,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,BRANCO,REJUNTE JBMIX 1KG BRANCO,REJUNTE 1KG JBMIX BRANCO
37U-EYU,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,PRETO GRAFITE,REJUNTE QUARTZOLIT 1KG PRETO GRAFITE,REJUNTE 1KG QUARTZOLIT PRETO GRAFITE
5DU-MG1,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,BEGE,REJUNTE JBMIX 1KG BEGE,REJUNTE 1KG JBMIX BEGE
5R3-ESY,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,CINZA ARTICO,REJUNTE QUARTZOLIT 1KG CINZA ARTICO,REJUNTE 1KG QUARTZOLIT CINZA ARTICO
6EW-I2E,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,AZUL CELESTE,REJUNTE JBMIX 1KG AZUL CELESTE,REJUNTE 1KG JBMIX AZUL CELESTE
6LM-12E,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,PLATINA,REJUNTE JBMIX 1KG PLATINA,REJUNTE 1KG JBMIX PLATINA
81Z-SVG,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE QUARTZOLIT,1KG,CARAMELO,REJUNTE QUARTZOLIT 1KG CARAMELO,REJUNTE 1KG QUARTZOLIT CARAMELO
86N-SM2,4 — Revestimentos,ASSENTAMENTO_CERAMICA,REJUNTE,REJUNTE JBMIX,1KG,MARFIM,REJUNTE JBMIX 1KG MARFIM,REJUNTE 1KG JBMIX MARFIM
